timestamp,DecibelSource
1518781434708,46.33582863638246
1518781434748,44.55302508990449
1518781434788,44.32978321888852
1518781434848,44.10044824672423
1518781434888,42.18599160643362
1518781434928,44.37094035164322
1518781434970,48.573170112195726
1518781435008,48.278440701342774
1518781435068,47.96482114613614
1518781435108,47.17916106491075
1518781435148,47.333702761197856
1518781435188,46.15357624692906
1518781435228,45.238603349915465
1518781435269,43.84032916721762
1518781435328,44.520436062727484
1518781435369,43.92906467384498
1518781435409,42.33821440231303
1518781435449,52.82331189046459
1518781435489,62.01006535234902
1518781435529,59.86895792921298
1518781435589,61.732768408214
1518781435629,61.61914091228667
1518781435669,57.80436063680384
1518781435709,59.05765919028282
1518781435748,62.400883936543494
1518781435808,62.24757503383431
1518781435848,62.34741274039184
1518781435888,59.33609960242025
1518781435929,60.420658199751415
1518781435968,59.130213245705086
1518781436008,60.03767497059346
1518781436068,60.90064380182269
1518781436108,60.79775761118687
1518781436148,58.676337664656025
1518781436190,58.994567575639536
1518781436228,59.05852456351907
1518781436268,56.28774656495228
1518781436328,58.36666707910063
1518781436369,60.163844584379646
1518781436408,58.70959935334827
1518781436449,58.544998824865296
1518781436489,61.01600780571444
1518781436548,59.01542936209004
1518781436589,56.72739455729449
1518781436628,53.96062199467372
1518781436668,53.05428708946913
1518781436708,49.3780035588337
1518781436748,46.470626994602064
1518781436808,45.508468585171286
1518781436848,43.83988781824286
1518781436889,43.80369587070483
1518781436928,43.78190196667522
1518781436968,44.09727157798021
1518781437008,43.52841993966819
1518781437068,44.51944759177423
1518781437108,44.16998848272124
1518781437148,42.8865997943784
1518781437189,42.72526304437229
1518781437229,41.64258742252895
1518781437288,41.20617488703181
1518781437328,40.67701398911714
1518781437368,40.67824301871973
1518781437409,42.095536335346466
1518781437448,40.719096482274715
1518781437488,40.97914369162311
1518781437548,43.86571759882833
1518781437588,46.50927214502812
1518781437628,46.76107597853054
1518781437668,46.423181437778645
1518781437709,44.60246241183334
1518781437750,45.45756747549297
1518781437809,45.793921742848156
1518781437849,52.841221118000796
1518781437889,49.694328378205974
1518781437928,50.538058677076705
1518781437968,47.32187999263017
1518781438028,47.12573450546577
1518781438068,47.273474103691704
1518781438108,47.54830751172939
1518781438148,46.52310839583926
1518781438189,45.684157985284976
1518781438228,45.8007363655459
1518781438289,55.27752633603367
1518781438328,51.12293171550214
1518781438368,46.93602148254827
1518781438408,44.97052431571377
1518781438449,52.36776761441828
1518781438488,43.855939025080545
1518781438549,42.848839449070226
1518781438588,41.8428111438879
1518781438628,41.57519364714348
1518781438668,41.9357446441154
1518781438709,43.503717314199726
1518781438768,53.61520446297143
1518781438808,44.30074173289547
1518781438849,43.26187613859045
1518781438888,42.9261883590362
1518781438928,42.472472126735674
1518781438968,42.98196569360777
1518781439028,42.907524132995206
1518781439069,42.40665437192159
1518781439109,43.080224300877255
1518781439148,43.63934721540717
1518781439189,45.1146471931782
1518781439228,46.24491826312611
1518781439289,50.21314381993647
1518781439329,48.60130312986806
1518781439369,47.93271134972021
1518781439408,46.59708021045898
1518781439448,46.0111776673659
1518781439508,44.701541809386725
1518781439548,43.08472013894976
1518781439588,44.18990604337264
1518781439628,42.885379999480556
1518781439668,43.625246781036566
1518781439708,43.19547159656038
1518781439768,43.23382553745897
1518781439808,43.33481742944211
1518781439848,44.96356780843875
1518781439888,45.71791576138913
1518781439928,43.6106666644411
1518781439968,42.65506188607847
1518781440028,45.92089828478749
1518781440068,46.03544480153148
1518781440108,46.56295376354591
1518781440148,50.698050466264355
1518781440188,46.83510331317753
1518781440248,47.444468948188884
1518781440288,45.58203662248584
1518781440328,45.84378793407184
1518781440368,46.8052072246234
1518781440409,46.48377033730411
1518781440448,51.41437250017111
1518781440508,51.451700488154295
1518781440549,48.9126954734784
1518781440589,45.95615170348795
1518781440628,45.20627441270232
1518781440668,44.82781228175179
1518781440708,42.84913606163822
1518781440769,42.52302598715698
1518781440808,43.68156020800548
1518781440848,43.588053309111416
1518781440888,44.70076644604333
1518781440928,47.26205505616744
1518781440989,47.836722853463755
1518781441028,54.49374767799106
1518781441068,47.61542400138605
1518781441109,52.08730607783514
1518781441148,53.15521833610294
1518781441188,49.45519288842899
1518781441248,47.954639956588906
1518781441288,46.65480803882879
1518781441328,47.024656850147046
1518781441368,45.19634078787356
1518781441409,44.344081926618856
1518781441468,45.16281899521474
1518781441508,44.17889507517823
1518781441548,44.03627384964504
1518781441588,43.032224685460044
1518781441628,58.9465413420116
1518781441668,60.10804955253698
1518781441728,56.66293959470114
1518781441768,53.71257920767455
1518781441809,51.1778100064123
1518781441848,48.33136768597797
1518781441889,49.0706357265222
1518781441928,48.20736472901385
1518781441990,46.88682397697554
1518781442028,44.57347929581508
1518781442069,43.74052769221948
1518781442109,43.451479772378
1518781442149,42.13760858990631
1518781442208,44.72566960116513
1518781442248,43.4147660821355
1518781442288,51.60939207174919
1518781442328,60.72623371546081
