timestamp,DecibelSource
1518781420994,22.832444237782322
1518781421033,14.59042282842153
1518781421073,14.161927149429822
1518781421113,14.025396379731788
1518781421154,11.418310695013146
1518781421213,44.40132124032796
1518781421254,58.50940491086319
1518781421293,60.55857826774654
1518781421333,65.63838331223427
1518781421373,68.24511098897358
1518781421414,64.83180124686285
1518781421453,54.9873509280974
1518781421494,67.61305249771179
1518781421534,70.13205032943696
1518781421573,65.70535591347368
1518781421614,63.541421867227456
1518781421653,57.77770050314328
1518781421694,69.31710962702442
1518781421734,67.40013969424925
1518781421774,58.753105124314175
1518781421814,64.27968186427071
1518781421854,64.8398745279612
1518781421894,65.91496449827338
1518781421934,65.82607300956577
1518781421974,61.39041692493723
1518781422013,56.67169906832528
1518781422054,55.31384058017386
1518781422094,61.94993784022569
1518781422134,57.42260517915124
1518781422174,51.9910983865996
1518781422214,44.19384390056739
1518781422254,43.33622508433656
1518781422294,38.6332588120812
1518781422334,37.556297135241685
1518781422374,34.98235841449782
1518781422414,24.807373962684082
1518781422454,22.86892584248097
1518781422494,19.83022882686818
1518781422534,16.352402047107017
1518781422574,32.08276507914321
1518781422614,50.66512419254466
1518781422654,51.885785608998106
1518781422694,49.23481065405195
1518781422734,57.2364038501744
1518781422774,65.06254798728042
1518781422814,67.5535933900262
1518781422874,71.8710663986866
1518781422914,68.37195693677181
1518781422954,60.739679846204986
1518781422994,58.32826182529167
1518781423034,66.89006419781465
1518781423074,70.94586275514799
1518781423114,65.69273465376517
1518781423154,65.39096063081645
1518781423194,59.125045115971055
1518781423233,59.16419621361206
1518781423274,70.77586235090743
1518781423313,65.3465547593761
1518781423354,56.91206022871355
1518781423394,55.23942042055786
1518781423434,68.40578992145022
1518781423474,73.03653593770765
1518781423514,68.13187157750419
1518781423554,69.32683787171526
1518781423594,67.54291774918765
1518781423634,63.32935746404485
1518781423674,61.85800145601302
1518781423714,64.74378754568873
1518781423754,68.35330867448272
1518781423794,58.09403221094959
1518781423834,58.36322086447026
1518781423874,56.83161335326958
1518781423914,63.926183560605864
1518781423974,54.95911573675894
1518781424014,52.7777603414308
1518781424054,69.03773351126227
1518781424094,67.73260352896196
1518781424134,66.05528097226802
1518781424173,67.26653475839568
1518781424214,65.01099301022992
1518781424254,63.62441392068925
1518781424294,68.32791490593776
1518781424334,61.52244118895553
1518781424373,54.423883525571995
1518781424413,48.10798183533643
1518781424454,47.47841940561877
1518781424493,33.43719528131332
1518781424534,24.43156426914834
1518781424574,22.46604631119699
1518781424615,17.403494701022503
1518781424654,16.996190220505138
1518781424694,20.101536688877864
1518781424734,17.615184147183992
1518781424774,16.45705103803496
1518781424814,20.67103251482945
1518781424854,65.72869144720036
1518781424894,73.32054340452476
1518781424934,73.26782004612109
1518781424974,69.9364046832911
1518781425014,65.65893816524965
1518781425054,70.60490983239251
1518781425114,72.66877861352131
1518781425153,73.3705344505766
1518781425193,75.46166811313074
1518781425233,73.64617411877168
1518781425274,66.55968036632467
1518781425314,70.23186871174511
1518781425354,73.04907334764206
1518781425394,63.68640546928497
1518781425433,60.58028050022866
1518781425473,69.2267543693765
1518781425513,65.81848480912876
1518781425553,67.08755304150158
1518781425593,70.68555547730685
1518781425633,73.30511590129551
1518781425674,65.95891947124356
1518781425714,61.48412443910354
1518781425754,62.47342347812606
1518781425794,70.4763385367666
1518781425834,68.743377508147
1518781425874,70.68487408588973
1518781425914,68.21655638176985
1518781425954,60.21905361025783
1518781425994,64.59649138822387
1518781426034,65.53573641413516
1518781426074,67.12225461160915
1518781426114,67.9535370702675
1518781426154,66.29632155480465
1518781426213,58.46785433842371
1518781426254,60.30330959404847
1518781426293,65.53914874094674
1518781426333,60.65766058307415
1518781426373,51.944347347859534
1518781426413,42.18771682737986
1518781426454,32.908538573414646
1518781426494,26.533675912566927
1518781426533,54.31759495145733
1518781426554,52.592045137496456
1518781426594,40.59224352209009
1518781426634,25.62892685815934
1518781426674,19.03202060252018
1518781426714,13.883145456989874
1518781426773,12.89512308855905
1518781426814,11.006166740456035
1518781426854,13.709337746036267
1518781426894,34.48007681495496
1518781426934,63.9507884815461
1518781426974,73.40654251731094
1518781427014,67.98675549445002
1518781427054,65.93135722957038
1518781427094,62.7613482671333
1518781427134,58.98947593817802
1518781427174,65.00458080737837
1518781427214,59.56761517611233
1518781427254,54.88101727584006
1518781427294,56.44015099922455
1518781427334,58.584906682249134
1518781427374,56.74088901637453
1518781427414,51.76242660549198
1518781427454,58.63345972566405
1518781427494,66.26488242357877
1518781427534,68.19022733885791
1518781427574,64.66808811313568
1518781427614,64.70945106525465
1518781427654,63.464056644374466
1518781427694,68.6854550146986
1518781427734,61.06046089255453
1518781427774,62.141861797973135
1518781427814,65.39202541111116
1518781427854,69.37254904382942
1518781427914,71.3076104554322
1518781427954,69.13879228253268
1518781427994,68.70228630563945
1518781428034,65.50715104618402
1518781428074,62.544574464096485
1518781428114,59.81098146373664
1518781428154,55.35100551555353
1518781428194,55.681966660893195
1518781428233,51.13195455979061
1518781428274,50.655930928436135
1518781428314,51.76520221533491
1518781428354,50.200822270928434
1518781428394,42.99182902800885
1518781428434,36.13674502021999
1518781428474,53.31834024334448
1518781428514,56.30178248452097
1518781428554,52.45382904826368
1518781428595,52.953041674299264
1518781428634,48.62272093685041
1518781428674,39.856635983470426
1518781428714,31.017871445128996
1518781428754,26.079418475199407
1518781428794,15.870127815257467
1518781428834,18.022734673624697
1518781428874,18.879298593691544
1518781428914,15.959954010476178
1518781428954,14.393503190603498
