relative_time,DecibelSource
6664,11.616687486277213
6704,13.64814728052413
6744,18.55886077456309
6784,15.528487544560468
6843,10.463653680390843
6883,9.529210298831766
6924,8.326300717199675
6960,9.000499740057018
7000,19.62148863766255
7044,25.73490001286631
7083,22.163190946593335
7124,30.93860432991073
7163,32.54482258157435
7203,33.16581180860104
7243,39.33188029960761
7283,41.60970814937307
7324,37.29103880959707
7364,35.43471795950639
7401,35.37365766002222
7444,47.0837218515878
7484,38.68034457656637
7524,35.8718856122998
7564,32.74787764800027
7604,38.17848426863947
7644,49.212430529941706
7684,45.4788568559919
7724,41.11859466704804
7764,37.26106244582226
7804,33.003897150778926
7844,28.703702621449118
7883,29.46119314880518
7924,25.990974586442622
7964,24.738965347686953
8004,22.575393006585614
8045,20.935330745406866
8103,15.32262289555286
8143,11.120001970208346
8184,10.328938487024466
8223,8.090559319270888
8263,8.231203823860453
8303,7.415507900388043
8343,7.185406117001594
8383,16.50023330929212
8424,21.61478300095698
8464,19.640380098793493
8504,21.926427345434625
8544,20.774327979973
8583,17.846300268609664
8624,19.29073793653069
8663,18.257853309298593
8703,16.06220567299947
8744,14.996932180644677
8784,13.414963502572117
8820,14.068442017847698
8864,22.907201121797044
8904,26.450580406039027
8945,20.839335203070306
8984,25.737442283233555
9024,33.03571962035355
9064,36.012587038945554
9104,34.08059489305629
9144,29.006666880252983
9184,29.136905901203022
9225,32.16602210995678
9264,29.221654003858816
9301,34.074929553254364
9344,36.7419393037597
9403,43.90012501236495
9443,47.94677903179931
9483,45.469003431184866
9523,43.916717340407736
9563,48.67553723007652
9603,47.58006440629388
9643,46.1584966649434
9684,42.82928617056021
9723,41.94125785757036
9760,52.41359334660722
9803,53.13444275249118
9844,45.62168596547228
9883,43.20174787606498
9924,42.90324119070215
9963,49.297970409106156
10003,52.735120973536944
10044,46.08688772780506
10084,46.9029333630352
10124,53.48774118839526
10164,52.308225042426415
10204,44.894232895016266
10241,45.154927556362225
10284,45.99747339929034
10325,49.79730941063474
10364,51.044674655085096
10404,48.14624218853497
10445,45.11889759020096
10486,46.89878106861461
10524,47.54914890085647
10564,45.10846214882708
10604,43.52529911659957
10663,43.94631326050156
10700,38.55894689299295
10744,40.6595793558937
10783,45.994460160984154
10823,41.18399263120054
10863,38.66021627019725
10903,45.23017769965697
10943,39.32963543053336
10983,43.033951863841125
11023,41.341853460373876
11063,43.35394022571538
11104,39.44108490521977
11143,34.13203842049872
11180,40.13451845596115
11224,45.21912342301004
11263,46.130583782067674
11304,41.17074520597296
11344,42.04937226405641
11384,41.8220736190208
11425,42.18800575380364
11464,46.01829447496587
11504,40.20855648655588
11544,40.61513967303906
11584,35.122055321026835
11624,31.832731809738902
11663,28.786089821169817
11704,26.04297788124711
11744,23.639444306691377
11784,26.618570352418594
11824,29.351644079225988
11864,38.29138870474819
11904,39.68405623618574
11963,38.834398088479205
12004,35.92661376518191
12043,38.32487100493665
12084,34.62366073139529
12120,32.24943147316536
12163,27.366627852990916
12203,22.926824506666208
12244,16.461760856209285
12283,14.721325778643518
12323,15.431600074518055
12363,14.945164174634733
12403,14.71044376274023
12443,15.15159500846867
12483,41.041179204222516
12523,38.999157539538544
12564,30.076144402201024
12602,45.62718703493972
12644,46.478498358647116
12684,43.03817853424925
12724,42.28211320379291
12764,43.93044613476154
12804,41.40482895238739
12844,41.99410025376523
12884,44.1107815360408
12924,36.96384133962157
12964,37.732657701498205
13004,42.436505312991166
13044,43.51842877349813
13084,41.9354290427182
13124,44.03550506694476
13164,42.96006473176587
13224,40.9661356403373
13264,33.956518125333076
13303,31.111467621049123
13344,25.910913270474577
13384,19.532045427744787
13423,17.264060764569788
13463,19.103956884008625
13503,16.793386532962945
13541,17.055601893846653
13583,15.844839296612594
13623,14.083895160806922
13663,10.529797757783259
13703,8.77574436781368
13744,8.979092321362643
13784,12.102115911299634
13823,12.18730632257379
13864,38.763882591238044
13904,46.674831024959815
13944,49.55710841561829
13984,50.18932372565099
14024,45.26054413370975
14064,46.96371119768862
14104,45.54932575997049
14144,37.69722293095444
14184,35.496705858240716
14224,39.56234536021047
14264,42.035056863670206
14304,43.436607643219325
14344,41.26728755153089
14384,47.36845994541738
14424,45.24676384542165
14463,39.75010399203728
14523,44.59002673392661
14563,44.35715370880139
14603,42.02519286512981
14644,33.63531818035952
14683,41.57942886145152
14723,45.49588407476209
14763,44.4269465659474
14803,44.515854425293135
14843,36.435963012746925
14883,39.77944930903491
14923,42.37182977796743
14963,32.27418383334806
15003,42.15807279805287
15043,38.02680476616619
15083,35.03194955239469
15123,46.76128271233345
15164,50.109896593681796
15204,49.887434136312976
15244,43.911549020228335
15284,38.15399023399433
15324,48.50100405863279
15364,49.694623155699645
15403,48.95822683091565
15444,48.09465532889688
15484,42.91155116901355
15524,45.01872611144422
15564,44.724050929112494
15604,46.48028052749864
15644,47.88968050713965
15684,38.411375256347156
15724,37.45062717411105
15783,46.9989449343629
15823,50.53602205854733
15864,48.78769987733233
15904,43.68614823441621
15944,40.34489378561681
15983,39.06706799495684
16024,35.75851870907013
16063,41.10468611436297
16103,35.87230128403021
16144,31.63202486288227
16184,33.01901828933363
16224,31.15433122195535
16264,27.608207507258236
16303,24.538726646196206
16343,22.7023548942109
16384,22.749833807745112
16424,21.906880436629585
16464,20.38321609615151
16504,17.969373220764247
16544,19.051993757171385
16584,17.21532764479224
16624,24.74716131920093
16664,28.969799287632014
16704,43.79800584400992
16744,41.25579320891962
16784,42.79612029557816
16820,48.91355742898096
16861,43.55442475936651
16900,37.978508805234995
16944,35.98885422611466
16984,37.36405351363452
17024,45.802691830703736
17083,45.0809230357676
17123,43.18046393307184
17163,43.780680352519745
17203,48.572919039685225
17243,42.67789299369073
17283,48.880489021420104
17323,52.6984070429365
17363,45.89142343264431
17404,42.47468621318521
17443,43.93279599920476
17490,42.44725150750626
17524,40.071072399232726
17563,45.76332832451797
17603,41.62356691006978
17644,44.146789398681946
17683,39.35314381790222
17724,42.7106525758495
17761,42.007138255615466
17804,40.70638257070865
17844,39.31392141260744
17884,40.16104675568688
17924,39.26184889358665
17964,41.857665213236366
18004,40.33211017218698
18045,36.842484356178915
18084,37.12391914960167
18124,34.95807283223875
18164,29.342360120172806
18204,25.618590704955075
18243,24.97933398332199
18284,25.236376125278923
18343,22.875643101593806
18383,24.417135417188813
18424,22.69352649719092
18463,24.21028878727708
18503,25.428004271968668
18544,22.258066835740774
18583,19.371393672037808
18623,17.468487011620933
18663,17.685786445991273
18701,13.074530571365393
18743,10.709650321607281
18783,8.932241078314503
18823,8.215149905551408
18864,10.11172870745666
18903,12.935869650852897
18943,22.790150071362888
18984,29.722439173969764
19024,37.23460161705643
19064,39.85317239117932
19104,41.29378192863829
19144,42.740753515685626
19180,41.921254730778735
19225,40.20926025197447
19265,39.722327050191396
19305,41.19092584160736
19344,43.77483932615291
19384,50.18874657602234
19430,51.37906835698536
19464,47.32026836784324
19504,52.90487058994042
19544,54.53222068766056
19584,51.364684126847244
19641,51.79118598897471
19683,53.23356456650472
19725,52.68416200636908
19763,49.9733762115401
19803,54.195710865479676
19844,52.871617420966075
19883,49.049723260760004
19923,47.98043297230254
19963,50.08769735042012
20003,50.75132935113387
20044,49.657204231463965
20083,47.537007780551846
20120,42.903759819639795
20163,38.836695768316375
20203,43.32430321326684
20243,43.26976169201474
20284,41.826608993299374
20324,37.786119994649525
20364,42.503406724926585
20404,47.376582855330085
20444,46.51695156436926
20484,45.39611422312349
20524,40.7996896233757
20564,45.49212270985832
20601,43.37924472407632
20645,41.720849537162714
20684,35.42538537648216
20724,35.12420378760516
20764,36.83126574647669
20804,40.830251723250555
20844,38.38228894768503
20903,37.7277154395047
20944,34.007846075030045
20983,30.06516658598268
21023,32.03282455901447
21060,32.975489969447665
21103,31.653879244179354
21143,38.89113252621532
21183,42.401014326495755
21223,41.61790491687499
21263,42.169944850022475
21303,44.513228423055786
21343,39.85603953637905
21383,40.12143120564855
21423,36.62623516387995
21463,34.72316402761025
21504,39.3656636105456
21541,36.65574552681836
21584,36.026791222581586
21624,37.27498593749286
21664,44.275226505195775
21704,41.26631285070026
21744,34.4228768245038
21784,38.123123185258294
21824,38.197730811600586
21864,41.179457308050324
21904,41.46017422603727
21944,36.71345090217018
21984,34.0535446073157
22024,31.92650510784032
22064,29.31128272024033
22104,27.14930077760293
22145,26.131129758104507
22203,35.499844991446345
22243,38.429353171607175
22284,37.25441251545177
22323,34.657674561290456
22363,38.321392044844764
22403,36.04830246172499
22444,35.49869114199578
22481,36.4253578460312
22523,40.47300601560593
22563,31.196041763814595
22603,30.280047149583336
22643,23.976083447556107
22684,22.785545717451193
22723,19.538060569055638
22763,23.486090547548628
22803,35.28896623330518
22844,37.31964090925487
22885,36.33719132823682
22924,31.771670985202157
22963,32.62185083431258
23004,34.75607961505319
23045,36.08917977150518
23084,31.63637827571887
23124,24.933397765338473
23164,35.14514993164986
23204,37.33181809862653
23244,34.24231081834049
23284,36.63065246254468
23324,38.178932875619665
23364,30.322143531464043
23404,26.195469207800844
23463,24.073358856972998
23500,19.3591361945167
23543,17.646547324403265
23583,15.164527377083363
23623,11.49387523114977
23664,8.478589805392387
23703,7.899456602444684
23744,8.291960475466073
23783,11.291293166897239
23823,37.20799240641601
23863,42.67786722309125
23902,48.20476553496353
23944,44.245278228701956
23983,45.76904873515104
24023,43.54964212658457
24063,35.949088905484594
24104,34.51436982912789
24144,43.49233479008747
24184,43.57385658044713
24224,43.38523368667271
24264,44.19399789696185
24304,43.749762809712024
24344,44.121712883543935
24384,41.37997562575727
24424,29.607329586310623
24464,28.845763389512364
24504,24.39028545965232
24544,42.21922965946493
24584,41.370023114682375
24624,36.47108327050843
24664,35.31794501253743
24704,34.03062084589514
24763,35.84362463909716
24804,34.02516041148083
24842,27.9447987741948
24883,24.586167744420276
24923,22.801073834736112
24964,21.12765417792676
25003,21.609332227704737
25043,17.004603315826156
25083,13.092878888200536
25123,9.360680802031222
25163,8.646951235024606
25203,9.719971264924341
25243,8.551931935317624
25283,8.449941625215784
25323,7.5347020316647235
25363,6.471929771266494
25404,8.972035360479797
25444,8.849331066383426
25484,8.245383990331742
25524,7.8036714614174585
25564,7.315491957382212
25604,6.192843736991819
25644,6.78323234358375
25684,7.654456835485904
25724,10.944797073828061
25762,23.351163469768387
25804,25.95003857895207
25844,33.37979532408467
25884,38.333675214056804
25924,39.631112971262496
25964,41.809977221721795
26024,41.82770152633513
26064,41.80648234081309
26103,41.22683922874554
26144,40.429912225564344
26183,40.69605853032981
26224,42.76116950664442
26263,43.24929030168615
26303,43.0115775687279
26344,43.50104682524399
26383,42.701864594690136
26423,43.81656502714676
26463,43.19511451936076
26504,37.47722938594086
26543,38.39714723083968
26583,46.967819050895386
26623,51.0222742409648
26664,55.31095085281219
26702,52.57808916492006
26744,39.51974891604124
26784,36.98179606318786
26824,33.68348532341474
26864,40.63021289569054
26904,38.930609765937604
26944,34.25391278536043
26984,45.0690521169178
27024,52.4805176482985
27064,47.41668310052206
27104,33.75112334731347
27144,34.27566432786318
27180,52.76268182172382
27224,55.550678997776615
27264,56.727959299014955
27323,49.82118931127878
27363,45.6679438204688
27403,40.65985938079536
27443,38.7269305110174
27483,49.13721284808241
27523,43.04369900113584
27563,40.622729229103854
27603,34.256199994802955
27642,33.06438311818274
27684,31.758737342122725
27723,37.16312139200435
27763,39.97927997889795
27804,37.837033537002746
27844,36.29114352921532
27883,32.522627266705754
27923,69.93484350761341
27964,52.90199443950713
28004,47.74872214080705
28044,44.0297189479983
28082,37.15608690161963
28120,40.86341117531823
28164,47.26072147050215
28204,46.71725832957929
28244,38.4265345960434
28284,47.379210267491956
28324,51.31766541803289
28364,37.82889061636483
28404,36.174903879541475
28444,36.850304909973474
28484,40.26530688245011
28524,39.58942123254117
28583,41.28314365149603
28624,46.097314384589694
28663,40.35367995504414
28703,41.775534078680366
28744,43.1716731742077
28783,40.07993536057227
28823,33.70779625784903
28863,40.95796638101514
28903,45.24442749686999
28943,32.50610302104445
28983,30.43730146043378
29025,44.39622062433748
29060,45.73849659769614
29103,45.36913152892156
29143,37.26277693461203
29183,36.94979189916643
29225,32.729888634727025
29264,32.31878295661366
29304,36.1520240149841
29345,34.69045303057339
29384,34.595733724586935
29424,27.597201052444312
29464,22.234052487401634
29505,27.327315745696925
29541,25.331046173562676
29584,22.750309844895938
29624,22.9604908187777
29664,18.23542635410732
29704,15.780325871958311
29744,27.66170842852845
29784,32.10554685175518
29824,30.64021327559047
29883,28.18175799768983
29923,24.41715294638023
29963,19.920364558915857
30001,17.629890314132016
30043,18.068572733501984
30083,15.799621349469312
30124,9.719712763997565
30164,9.211579140491931
30203,11.96356330320111
30245,19.899580617058593
30283,21.813554211839893
30323,21.50237171210897
30363,16.409392793341173
30404,15.633804248817745
30443,17.20722118058525
30480,15.277492625205957
30524,13.756738181286448
30564,9.373857817820602
30604,9.974965746705776
30644,16.118074415690835
30684,16.088291660132608
30724,20.951927100162386
30764,23.908346081314367
30804,21.54604977472991
30844,15.462437518437026
30884,23.67304951341022
30924,34.21554352074935
30961,43.39163096663569
31004,47.49032830930737
31044,44.82774335571901
31084,39.499363976297346
31144,37.046157172220454
31184,29.547331293083097
31224,28.159855527723074
31263,36.0734735778505
31303,29.450278967827842
31344,26.31154889232995
31383,24.03462361325225
31420,21.444282508003436
31463,17.226449383864402
31503,16.05614040017517
31543,16.98533551802258
31583,16.045731647176304
31623,12.204991787069622
31661,10.156375757717004
31704,7.960350948254242
31744,7.623988691513439
31784,7.961126128054432
31824,7.707369819813199
31864,6.80655158505136
31902,6.416422856018622
31944,6.632212139750076
31984,7.902207415886263
32027,13.158368558190315
32064,12.075598374304414
32104,19.261505902453628
32144,17.310362653828435
32184,16.813926808621108
32224,15.409129619895602
32264,20.092032564103533
32304,11.275061211385593
32345,10.406650203994916
32385,9.134472144093266
32443,7.012421574176511
32483,7.832110491530459
32523,7.797639313377415
32563,6.9468352781499725
32603,7.2511642803912215
32644,19.814019362185803
32683,14.472445769438096
32723,13.671624125111547
32764,17.132682913252996
32803,21.10008804789761
32853,38.379516027447636
32883,46.43857017471669
32923,50.84607056523584
32963,46.371146817221614
33003,42.36495129025168
33043,40.210900850551496
33084,35.435777322737174
33124,31.146119149217725
33164,32.030483753894046
33204,33.23483452876716
33245,27.601872206259102
33284,28.964019482654592
33325,27.79678206861646
33364,28.309554423146377
33404,28.317669678165718
33444,26.846755820352172
33484,18.303473237435846
33524,17.570382854317458
33564,26.368728020872602
33604,25.987996635367875
33644,24.730166751579308
33703,22.706320525743912
33744,19.479279914323875
33780,17.77063344877576
33823,16.38879073408332
33864,15.439849443439176
33903,13.8833436789858
33943,25.455997733263892
33983,48.06496309651949
34023,50.167438724351605
34063,46.96360870024761
34103,38.332289557734825
34144,38.12426889231826
34183,36.576746900743686
34223,34.658744145739114
34262,32.8890128871031
34304,30.732810789237924
34344,39.81825708349795
34384,53.18763787615155
34424,53.857511469045235
34464,45.04206098712865
34504,38.499416472512976
34544,37.08140516235449
34584,49.06841093801877
34624,49.427374011971914
34664,50.62784805277382
34703,46.4953447596165
34745,47.52952876098796
34784,54.30274086843325
34824,47.98041148117118
34864,49.90924408605038
34904,48.515803933781214
34944,38.724836008447895
35003,35.957669686610004
35043,48.14033079976059
35083,48.562712583060446
35123,46.36350976771353
35164,42.761967391419596
35203,40.68898081803128
35243,37.48173745324169
35283,43.117615216704706
35323,45.3775282610955
35363,41.075853391177034
35404,46.081591573593755
35443,48.55335656232495
35483,47.29381861876543
35523,45.59051175747826
35563,45.641549757874856
35604,44.69377808542424
35644,37.4821014104779
35684,42.17411452934638
35724,35.40332827195199
35764,29.424941463895713
35804,27.465099649984822
35844,39.359924012990675
35884,45.5283155225115
35924,43.18224690331479
35964,44.07888081298633
36004,43.856204155448864
36044,44.831678297721815
36084,45.94682055049226
36121,42.054069161892606
36164,37.92958461881066
36204,33.549296210512274
36263,29.824118248327917
36300,28.474617965704503
36344,23.240032589614433
36383,17.78381423617561
36423,16.005304846259026
36463,13.712225273864076
36503,12.231603140924703
36544,11.613345731096148
36583,10.409738755759063
36624,8.982769666899063
36664,6.990669342509181
36704,6.754673655671779
36743,6.664720148440897
36783,6.108763251352233
36823,6.804528788173137
36863,5.987758555236552
36904,7.527427773899875
36941,17.892060068252547
36984,22.697487172044866
37021,20.313633731980715
37061,17.47954267698062
37104,38.49593549978068
37144,48.23977130881333
37184,49.96227076932052
37224,44.493880093366016
37264,40.30178575514771
37304,41.194074248113104
37344,38.31598605375572
37384,43.60105721075734
37426,45.4640899138165
37464,43.18063206795909
37504,36.8172879763429
37564,37.90451047119675
37603,48.35988105901834
37643,50.38482392019559
37683,49.421190885906945
37723,46.64086020417285
37763,46.427843730932295
37803,45.51184984372419
37843,47.1331563485852
37883,45.65876359932318
37923,44.64540601327076
37963,51.36642843099569
38002,50.49485890288044
38044,48.10080072199047
38083,46.43572425843931
38123,41.48046180168773
38163,35.647157864544326
38204,31.741700126920325
38244,30.029596714681478
38284,26.29712717536222
38324,24.98315939352462
38364,21.95786951904068
38404,28.29142893228554
38444,21.507341737502486
38480,37.269236378182725
38524,22.6817142449006
38564,20.647817007425108
38604,25.54226786453665
38645,25.82615599211782
38684,27.126609736591337
38724,39.77724829801638
38764,40.115634113255666
38824,34.363099861620036
38864,29.303886751410975
38903,25.802253450837746
38942,40.87100933644823
38984,43.1304701479736
39024,36.04378973073388
39064,31.48307015783732
39104,30.53478032884719
39143,24.375125682687255
39184,24.029250630736463
39224,17.681944575778733
39265,20.90149364912196
39303,17.29864152840957
39344,17.349221040902332
39383,20.027034849038408
39420,40.03836543568652
39464,46.58295755350135
39504,45.49691016908554
39544,45.80562467089418
39584,48.82570734808222
39624,45.66472248726343
39664,38.44228060935231
39704,35.54350622176785
39744,40.70999011220501
39784,45.01559816258417
39825,41.39163576975307
39864,33.00855588506111
39901,34.55414565712354
39944,38.717779741169046
39982,39.12080894056689
40024,36.206526486120936
40064,36.30591190583446
40123,28.68140749857741
40164,24.639679366932082
40203,24.27783784642186
40244,21.664707517173483
40283,20.050142828975627
40325,18.5714059217204
40360,17.685579980255138
40404,13.928107554024884
40444,11.832698436828046
40483,23.699309312825527
40523,32.21045094882434
40563,35.055385519196165
40603,31.503570179952245
40643,28.357026004678335
40683,36.44345595544348
40723,38.838340883899065
40764,37.025355909509486
40804,30.583012292308467
40841,29.847954499881986
40884,26.787865598834486
40924,28.227075609618243
40964,23.790261414572736
41004,20.685461329447957
41044,16.711842108824804
41084,15.321697827631198
41124,15.153592802336606
41164,14.04463352007475
41204,20.371952015847707
41244,20.085478966522818
41284,17.190129679505837
41324,14.212475969768077
41383,11.783794843199068
41423,8.869814463440218
41463,17.574239915656463
41503,19.733082908792493
41543,23.234167070342405
41584,37.697906524448534
41623,33.93527317783055
41663,42.9407877023107
41703,50.74576611364001
41750,49.90386846719365
41780,46.73010302177239
41823,52.39740671922395
41863,49.06598487929564
41903,45.84031159849153
41944,47.83264013241677
41983,46.929721523819225
42024,46.783397132441216
42064,45.73500736169825
42104,43.1193291623177
42144,42.788056014404305
42184,39.909428273785224
42224,45.367196822808054
42261,44.531219138480374
42304,43.90232862137804
42344,46.94408384240684
42384,43.50689339589476
42424,42.46994624060949
42464,44.53755368867935
42504,44.31560796376012
42544,41.30036705143041
42584,37.53353041579644
42624,36.19736659213868
42683,34.33862747836438
42720,32.382937076983545
42763,29.16536193504608
42803,27.747775684857864
42845,24.752478795625436
42883,23.245545851115992
42923,33.35699513654736
42963,37.440552822887916
43003,35.05409217391631
43043,33.4174422699012
43083,31.123833501360924
43123,28.799610168371462
43163,29.769001043377923
43202,41.935288270249316
43243,53.986012486417714
43283,54.68147527197523
43324,48.18625439281334
43364,46.73751623438817
43404,51.93301510224317
43444,48.45843006505969
43484,48.65477749731713
43524,48.758701811956726
43564,48.59804230545298
43604,50.30799244841701
43644,53.85099775197232
43684,53.55463466507052
43724,53.23826206059228
43764,45.990720380875146
43804,44.715575453174516
43844,47.78147029402067
43884,54.211030144985955
43943,52.36047641541915
43983,48.28167834239129
44023,43.987794694155326
44063,42.0629673006757
44103,47.243592900632585
44141,41.02703252785919
44184,41.47538549953864
44224,46.960538507262015
44263,44.53689304143179
44303,37.74633726955843
44344,44.65265353015046
44383,41.93837149289543
44423,41.087122407281456
44463,43.77139185258155
44503,41.731257901001825
44543,46.765857011847125
44584,42.60109550063778
44624,41.187326024671435
44664,48.278550249142114
44704,46.0422599279794
44744,43.282968773529966
44784,46.54091334222894
44824,45.625745386357394
44864,46.151607172253826
44904,48.54744612678142
44945,39.9634477890054
44984,38.483859445721876
45024,37.65705758120728
45062,42.216559110809904
45104,43.254636279032965
45144,31.590707932953826
45184,37.12062258860423
45244,48.36192289513715
45284,46.58207114239032
45324,39.30074405935222
45363,35.97865655546095
45404,34.48246038831242
45444,31.204767960114914
45483,25.479998351302985
45523,20.297731779661447
45563,22.40866696703303
45603,22.38249182898034
45643,22.875980566710147
45683,22.631471276415095
45723,20.341188384703038
45763,19.68185770462417
45803,17.572460159148847
45844,14.683324922914505
45884,12.689236035192863
45924,12.410809823997337
45964,27.82853581282003
46003,28.586637257297888
46045,42.6321234717434
46084,40.23531201113499
46124,31.69286957450933
46164,29.0589762611191
46204,28.77893342021386
46244,24.836048064362572
46284,21.327576906992128
46324,15.00291008223412
46364,43.38634174517761
46404,29.19276892166314
46444,16.69242144663345
46502,11.641669022462063
46543,11.659567164273541
46583,13.147580666924934
46624,10.672029145984745
46663,12.862524152078095
46704,17.171901765740046
46744,21.24638116316088
46784,13.739971217963324
46823,18.435303134103304
46863,19.472854407153548
46904,12.41025333941202
46943,8.099202746243492
46984,9.241696368688102
47023,10.225719633448051
47063,13.17403357129149
47103,24.098821981709865
47144,40.79705197461119
47184,49.51788313981812
47224,49.59374910790052
47264,47.91350318728084
47304,47.70636712889238
47344,51.25961599088579
47384,50.4913840279559
47421,48.615441648273396
47464,47.46751458807672
47504,45.27477631205126
47544,38.45349389979491
47585,35.807824672307305
47624,36.932773351385066
47664,49.5929992872518
47704,52.43370227523983
47744,51.74548990291713
47803,48.847922421175596
47843,43.09548211510419
47883,47.38646350901825
47923,41.359663576568565
47963,45.68924457429215
48003,46.01634582814367
48043,44.6774953014784
48083,46.24630298110873
48123,47.30713150342004
48163,42.01271449000109
48204,37.688659017584094
48243,47.775625020348315
48283,47.78851389494447
48323,49.43239803427083
48360,49.23644061892073
48403,43.801919036245245
48444,39.622637398928774
48484,45.47474023263402
48524,46.941192638987644
48564,39.927888287348686
48604,37.8313694368051
48644,40.40952461350617
48684,37.22138563080265
48724,33.7623253836089
48764,40.60481060499835
48804,43.01983741156413
48841,41.67373599593173
48884,38.84398604172992
48924,38.33151631519604
48964,36.53393001452296
49004,41.35422081015787
49064,38.19175147181226
49103,33.867238416692494
49144,32.84408827204403
49183,28.828417346459855
49224,28.588019583939005
49263,27.614978494560628
49301,33.96319338473056
49344,42.186425722586435
49386,40.44182822861685
49424,41.42543807029243
49463,40.21648094095535
49503,34.81465343393455
49543,32.89231871799556
49583,43.386884001769715
49623,39.867460991819435
49663,40.330577622478934
49704,35.579721878497736
49744,41.679499396384536
49780,46.15808519773449
49824,47.75364272299719
49864,41.105046533860005
49904,38.45677773943506
49944,36.26083730924682
49983,32.75218903871078
50024,27.7686569269908
50064,28.769063214660907
50104,27.34660555378224
50144,25.531316278896576
50184,22.999028098995797
50225,23.034178551867154
50261,21.29262509907397
50304,21.06165465708001
50366,19.415424880516213
50403,21.892875493273905
50443,17.303333775340903
50483,17.20140838111968
50524,16.802859271194063
50563,15.9026224100215
50603,12.29978218716126
50644,9.868366896931708
50683,9.483867647902729
50720,7.275739324507372
50763,8.312382726082246
50803,9.537844923248574
50843,12.338286620296547
50883,11.980646082713866
50924,11.383026981662814
50963,8.582269301283919
51004,8.061118071818544
51044,7.810497782634602
51085,7.271198869499936
51124,11.322682682722059
51164,39.026378867659005
51201,47.36971558019707
51245,45.896086984600956
51284,44.078103167707326
51324,45.78913569152807
51364,49.96312551096647
51404,50.19034750534654
51444,52.44731288094994
51484,48.342565582501805
51524,48.16393895633648
51564,43.01532318511501
51623,40.63986233428939
51660,44.166797925575246
